TechSupport,Dependents,StreamingMovies,PaymentMethod,OnlineBackup,OnlineSecurity,monthly_charges_bins,PhoneService,InternetService,MultipleLines,gender,Partner,SeniorCitizen,StreamingTV,PaperlessBilling,tenure_bins,Contract,DeviceProtection,customerID,Churn
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",No,DSL,No phone service,Female,No,No,Yes,No,"(64.8, 72.0]",Two year,Yes,e112a5b8-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,No,Yes,"(64.8, 72.0]",Two year,No,dd92e268-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Mailed check,Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,df8d445a-82c9-11ec-954a-acde48001122,0
No,Yes,No,Bank transfer (automatic),No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,ea4d6dc0-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d83f3adc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(28.8, 36.0]",Month-to-month,No,e9b8913c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(43.2, 50.4]",One year,No internet service,d926fbec-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(64.8, 72.0]",One year,No,d8ae21a4-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Female,No,No,Yes,No,"(57.6, 64.8]",Two year,Yes,de14dcaa-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8b6aa9a-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d81ea0ba-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d992e69a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,d95f0280-82c9-11ec-954a-acde48001122,0
Yes,No,No,Bank transfer (automatic),Yes,Yes,"(48.4, 58.45]",No,DSL,No phone service,Male,No,No,Yes,No,"(64.8, 72.0]",Two year,Yes,daa407da-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,No,No,Yes,"(36.0, 43.2]",Month-to-month,No,daf559d2-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,No,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d817c416-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(7.2, 14.4]",One year,No internet service,dd391030-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,e62ec6ee-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7cc5594-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(50.4, 57.6]",One year,No,e9e59b00-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d88468-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7ca96d2-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,Yes,Yes,Yes,"(50.4, 57.6]",One year,Yes,e198c210-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7e0f4-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(14.4, 21.6]",Two year,No internet service,d810eb00-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,Yes,No,Yes,"(7.2, 14.4]",Month-to-month,No,e1878054-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,No,"(68.5, 78.55]",Yes,DSL,Yes,Male,No,No,Yes,No,"(14.4, 21.6]",Month-to-month,No,ea34de22-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(28.8, 36.0]",Month-to-month,No,db876138-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(28.8, 36.0]",Month-to-month,No,e902774e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,Yes,No,Yes,"(50.4, 57.6]",Month-to-month,No,eaf07452-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d835c830-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,d871a6d4-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(57.6, 64.8]",Two year,No,e18cac6e-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d9aae02e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(36.0, 43.2]",Month-to-month,Yes,e8e7400a-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,d8f5081c-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,No,Female,Yes,No,Yes,Yes,"(57.6, 64.8]",Two year,No,da6d5294-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d7e303a2-82c9-11ec-954a-acde48001122,0
No,Yes,No,Mailed check,Yes,Yes,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,No,Yes,"(28.8, 36.0]",One year,Yes,e6da027a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(21.6, 28.8]",Month-to-month,No internet service,dbe8349a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(50.4, 57.6]",One year,No internet service,e7fb1086-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(43.2, 50.4]",Two year,No internet service,d828ebba-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),No,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,No,No,No,"(36.0, 43.2]",One year,Yes,dbbd2372-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d7e303f2-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d95b9c9e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(48.4, 58.45]",No,DSL,No phone service,Male,Yes,No,No,Yes,"(64.8, 72.0]",Two year,Yes,dd086afc-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d8385abe-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(43.2, 50.4]",Two year,No internet service,d80925e6-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),Yes,No,"(48.4, 58.45]",Yes,DSL,No,Male,Yes,No,No,Yes,"(43.2, 50.4]",One year,Yes,e71be9c4-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,d81dc73a-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7c9b3d4-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(14.4, 21.6]",Month-to-month,No,e91d0582-82c9-11ec-954a-acde48001122,0
No,Yes,No,Bank transfer (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(64.8, 72.0]",One year,No,ea7fc522-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),No,Yes,"(78.55, 88.6]",Yes,Fiber optic,No,Female,Yes,No,No,Yes,"(50.4, 57.6]",Month-to-month,Yes,def1fa72-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,No,No,"(57.6, 64.8]",One year,Yes,e42993f6-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(7.2, 14.4]",Month-to-month,Yes,e7bb2296-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,Yes,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,Yes,de06299e-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d7deb00e-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d87f65bc-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,No,No,No,No,"(7.2, 14.4]",Month-to-month,No,e56cdc14-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7c9b230-82c9-11ec-954a-acde48001122,1
Yes,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,debec7ce-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,No,"(50.4, 57.6]",Two year,Yes,de9e23f2-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,Yes,Male,Yes,Yes,Yes,No,"(64.8, 72.0]",Two year,Yes,dba5dbd6-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7cd3702-82c9-11ec-954a-acde48001122,0
No,Yes,No,Mailed check,No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,No,"(57.6, 64.8]",One year,Yes,e6fc30ac-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(38.35, 48.4]",Yes,DSL,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d7a73c-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,Yes,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e14b4c4c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(28.8, 36.0]",One year,No internet service,da786bde-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Male,Yes,No,No,Yes,"(64.8, 72.0]",Two year,Yes,e6588af6-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,No,No,"(64.8, 72.0]",One year,No,de26fba6-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),Yes,Yes,"(48.4, 58.45]",No,DSL,No phone service,Female,Yes,No,Yes,No,"(57.6, 64.8]",Two year,No,df00c6ba-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,Yes,de91281e-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Female,No,No,Yes,Yes,"(43.2, 50.4]",One year,Yes,ddd37d0a-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),No,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Female,Yes,Yes,Yes,Yes,"(21.6, 28.8]",Month-to-month,No,dba9441a-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(57.6, 64.8]",Two year,No internet service,d7eb7e88-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e7c0a676-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(58.45, 68.5]",Yes,DSL,No,Male,No,Yes,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,e2a4cc8a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),No,No,"(68.5, 78.55]",Yes,DSL,No,Female,Yes,No,Yes,No,"(-0.073, 7.2]",Month-to-month,Yes,e3395328-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,Yes,No,Yes,No,"(21.6, 28.8]",Month-to-month,No,df27e0c4-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(7.2, 14.4]",Two year,No internet service,d80e4cce-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Credit card (automatic),Yes,Yes,"(38.35, 48.4]",No,DSL,No phone service,Male,Yes,No,No,No,"(64.8, 72.0]",Two year,Yes,df261dca-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,ea08ccec-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,Yes,"(36.0, 43.2]",Month-to-month,No,e8f4ddd2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(36.0, 43.2]",One year,No internet service,e1ceaba0-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7c9b258-82c9-11ec-954a-acde48001122,1
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(50.4, 57.6]",Two year,No internet service,dd2c0a98-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d9a4da08-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,e5e4b6b2-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e75d23b2-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,Yes,Male,Yes,No,No,Yes,"(64.8, 72.0]",One year,Yes,e086e3ac-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(14.4, 21.6]",Month-to-month,No,e8f30d68-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(36.0, 43.2]",Two year,Yes,dca17cfc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,No,No,No,Yes,"(28.8, 36.0]",Month-to-month,No,e8d80da6-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(57.6, 64.8]",One year,Yes,e02bcf26-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d27974-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,Yes,"(78.55, 88.6]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(36.0, 43.2]",Month-to-month,No,e2d10084-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(43.2, 50.4]",Month-to-month,No,ddfb0708-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(28.8, 36.0]",Month-to-month,Yes,d9727644-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Mailed check,No,Yes,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,dea4fc40-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,e575911a-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,d9d3e758-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,No,No,"(64.8, 72.0]",One year,Yes,ea95efaa-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,No,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,No,Yes,"(28.8, 36.0]",One year,No,db8e5a1a-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,Yes,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e69e8718-82c9-11ec-954a-acde48001122,0
Yes,No,No,Mailed check,Yes,Yes,"(38.35, 48.4]",No,DSL,No phone service,Female,No,No,No,No,"(50.4, 57.6]",Two year,No,e002a27c-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(14.4, 21.6]",Month-to-month,No internet service,d879762a-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,dceaade6-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(28.8, 36.0]",Two year,No internet service,d8137d48-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(21.6, 28.8]",Two year,No internet service,da94890e-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(21.6, 28.8]",Two year,No internet service,d93f9896-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d2794c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(21.6, 28.8]",Month-to-month,No internet service,dd8f7fe2-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Mailed check,Yes,Yes,"(58.45, 68.5]",No,DSL,No phone service,Male,Yes,No,Yes,No,"(-0.073, 7.2]",Month-to-month,Yes,e7ec4060-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(57.6, 64.8]",One year,Yes,e89e91c0-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e1fb3094-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,Yes,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(14.4, 21.6]",Month-to-month,Yes,dd81bcae-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Male,Yes,No,No,Yes,"(64.8, 72.0]",Two year,No,e12cb958-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d88138ec-82c9-11ec-954a-acde48001122,0
