TechSupport,InternetService,DeviceProtection,StreamingTV,OnlineSecurity,monthly_charges_bins,tenure_bins,OnlineBackup,PaymentMethod,Contract,Dependents,Partner,gender,SeniorCitizen,PhoneService,MultipleLines,PaperlessBilling,StreamingMovies,customerID,Churn
No,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(43.2, 50.4]",Yes,Credit card (automatic),Two year,Yes,Yes,Female,No,No,No phone service,Yes,Yes,ce55d440-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Electronic check,Two year,Yes,Yes,Female,No,Yes,Yes,No,No internet service,c89388fe-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,No,"(78.55, 88.6]","(21.6, 28.8]",Yes,Credit card (automatic),Month-to-month,Yes,Yes,Male,No,Yes,Yes,Yes,No,cbcbc5ae-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(14.4, 21.6]",No,Bank transfer (automatic),One year,Yes,Yes,Female,No,Yes,No,No,Yes,cc36dc86-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,Yes,Yes,No,Yes,No,c54f0d58-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,Yes,"(68.5, 78.55]","(64.8, 72.0]",Yes,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,d2610690-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(108.7, 118.75]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,No,Female,No,Yes,Yes,Yes,Yes,c65129d4-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,No,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,cd6849d2-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,No,No internet service,c4cbcbaa-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Electronic check,One year,No,Yes,Male,No,Yes,Yes,Yes,Yes,d412e166-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,Yes,No,"(58.45, 68.5]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,c9701d50-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,c4ab4c04-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(64.8, 72.0]",No,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,Yes,No,d30d286c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,Month-to-month,Yes,No,Male,No,Yes,Yes,No,No internet service,c846ef62-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No,c472d0d6-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,No,Male,No,No,No phone service,Yes,Yes,c5244e88-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,No,"(48.4, 58.45]","(50.4, 57.6]",Yes,Electronic check,Month-to-month,No,No,Male,Yes,No,No phone service,Yes,Yes,d195c3a4-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,No,"(48.4, 58.45]","(7.2, 14.4]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,c6ab9112-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Mailed check,Two year,No,Yes,Female,No,Yes,Yes,No,No,ceee1f8e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(57.6, 64.8]",No internet service,Mailed check,Two year,No,Yes,Male,No,Yes,No,No,No internet service,c50d4c2e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,c5858374-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(36.0, 43.2]",Yes,Credit card (automatic),One year,No,No,Male,No,No,No phone service,No,Yes,ce577f98-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(98.65, 108.7]","(21.6, 28.8]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,Yes,d6d200b2-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Bank transfer (automatic),One year,No,No,Female,No,Yes,No,Yes,No internet service,c5ceebc2-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(38.35, 48.4]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,No,Male,Yes,No,No phone service,Yes,No,ce3ce520-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(88.6, 98.65]","(43.2, 50.4]",Yes,Bank transfer (automatic),One year,No,No,Female,No,Yes,Yes,No,Yes,d5a2eb02-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Bank transfer (automatic),Two year,No,No,Male,No,Yes,Yes,No,No internet service,c4f687e6-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(43.2, 50.4]",No,Electronic check,One year,No,Yes,Male,No,Yes,Yes,Yes,No,d1fee712-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,Yes,No,Male,No,Yes,Yes,No,No,c7aef518-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,No,Male,Yes,Yes,Yes,No,Yes,c8ce58e4-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Male,No,Yes,No,No,Yes,cb6d3f8e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(57.6, 64.8]",No,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,No,Yes,Yes,d3b2991e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,Yes,cf214bb6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(98.65, 108.7]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,d6e83c06-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,Yes,"(78.55, 88.6]","(14.4, 21.6]",No,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,d3c0fff4-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(28.3, 38.35]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,No,No phone service,No,No,d0b42ad4-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,Two year,No,No,Female,No,Yes,No,No,No internet service,ca16740c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(7.2, 14.4]",No,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,No,Yes,Yes,d4fd5174-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,Yes,Female,No,No,No phone service,Yes,No,d10063b8-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(57.6, 64.8]",No,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,d4a314b6-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,Yes,Yes,No internet service,c628ba26-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,c4763fd2-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(78.55, 88.6]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,Yes,Male,Yes,Yes,No,No,Yes,cfa2bd9a-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,Yes,"(68.5, 78.55]","(7.2, 14.4]",No,Credit card (automatic),Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,No,d54650b8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Credit card (automatic),One year,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,c5de3488-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,One year,No,Yes,Female,No,Yes,No,No,No internet service,c901e10a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(28.3, 38.35]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,No,No phone service,No,No,d0b27dd8-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,No,No,"(88.6, 98.65]","(43.2, 50.4]",No,Bank transfer (automatic),Two year,No,No,Female,No,Yes,No,Yes,Yes,cabe65ea-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",No,Electronic check,Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,Yes,d68dd130-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,No,"(48.4, 58.45]","(64.8, 72.0]",No,Bank transfer (automatic),Two year,Yes,Yes,Male,No,No,No phone service,No,Yes,cd408dca-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(28.3, 38.35]","(43.2, 50.4]",Yes,Electronic check,Month-to-month,No,Yes,Male,Yes,No,No phone service,Yes,No,d13d96e8-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,Yes,"(78.55, 88.6]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,d6c2bf08-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,No,"(38.35, 48.4]","(21.6, 28.8]",Yes,Electronic check,Month-to-month,Yes,Yes,Female,No,No,No phone service,No,No,d249c7dc-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Credit card (automatic),One year,No,No,Male,No,Yes,No,No,No internet service,c62a6c9a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,c54fde90-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No internet service,c46db7e0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(36.0, 43.2]",Yes,Electronic check,One year,No,Yes,Male,No,Yes,No,No,No,d33e9596-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a4e20-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(50.4, 57.6]",Yes,Mailed check,One year,Yes,Yes,Male,No,Yes,No,No,No,c78d384c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c48a8bb8-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,Yes,No,Yes,c8bb7832-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No internet service,c46c053a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,No,No phone service,Yes,No,d1049cd0-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,No,"(38.35, 48.4]","(7.2, 14.4]",No,Mailed check,Month-to-month,No,Yes,Male,No,No,No phone service,No,No,c7a51034-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,Yes,No,cb6ab020-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Credit card (automatic),Month-to-month,No,Yes,Male,No,Yes,No,Yes,No internet service,c87a1cfc-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a517c-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,Yes,Female,No,Yes,Yes,No,Yes,c939810a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No internet service,c46c045e-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(28.8, 36.0]",Yes,Mailed check,Two year,Yes,Yes,Female,No,Yes,No,No,Yes,caed3f0a-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(78.55, 88.6]","(43.2, 50.4]",Yes,Bank transfer (automatic),One year,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,cdca1d24-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,No,cff2a256-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(50.4, 57.6]",No,Electronic check,Two year,No,No,Male,No,Yes,Yes,Yes,Yes,c8710aea-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No,cc14c092-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,d2975862-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,cfd2fc44-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,ca0fff8c-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,No,Yes,"(58.45, 68.5]","(14.4, 21.6]",No,Mailed check,One year,Yes,No,Male,No,Yes,No,No,Yes,cefdf7b0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(57.6, 64.8]",Yes,Bank transfer (automatic),One year,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,d6db3cea-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,c66d5014-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",Yes,Mailed check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,No,c69becd0-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(21.6, 28.8]",No,Mailed check,Month-to-month,No,Yes,Female,No,Yes,No,Yes,Yes,d604f1ee-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,Yes,"(48.4, 58.45]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,No,c649cca2-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Credit card (automatic),One year,No,Yes,Male,No,Yes,No,No,No internet service,c5ba9f96-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,No,"(58.45, 68.5]","(21.6, 28.8]",No,Credit card (automatic),One year,No,No,Male,No,Yes,No,No,No,ccaf2c2c-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,No,Female,No,Yes,Yes,No,Yes,c8c54b78-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,No,No internet service,c4e9df28-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",Yes,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,c7e3f1c8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,No,No,No internet service,c47ff9aa-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(14.4, 21.6]",Yes,Electronic check,Month-to-month,No,No,Male,Yes,Yes,No,Yes,Yes,d4477638-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(57.6, 64.8]",Yes,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,Yes,No,d2a363f0-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(108.7, 118.75]","(57.6, 64.8]",Yes,Electronic check,Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,Yes,c93e5a86-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(28.3, 38.35]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,No,No,Female,No,No,No phone service,Yes,No,c65d52ae-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,No,"(48.4, 58.45]","(21.6, 28.8]",No,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,No,ced638d8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,Yes,Male,No,Yes,No,Yes,Yes,d63f4fb0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c50811d2-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,No,"(48.4, 58.45]","(28.8, 36.0]",Yes,Electronic check,One year,No,No,Female,No,Yes,Yes,Yes,No,d058006a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Electronic check,Two year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,c5e1758a-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,No,"(48.4, 58.45]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,No,No,c6aac304-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,No,Yes,Male,Yes,Yes,No,Yes,Yes,d696b73c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,Yes,No internet service,c5f1b026-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,No,No internet service,c9290e42-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",Yes,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,Yes,Yes,No,d2f65c90-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,No,No,cf401e4c-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,No,Male,No,Yes,Yes,No,Yes,cc479184-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No,c57c967e-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Bank transfer (automatic),One year,No,No,Male,No,Yes,Yes,Yes,Yes,c54032ce-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Bank transfer (automatic),Two year,No,No,Female,No,Yes,Yes,No,No internet service,c9a91420-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Bank transfer (automatic),One year,Yes,Yes,Male,No,Yes,No,No,No internet service,c61a8546-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,No,Yes,Yes,c8ad9870-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,No,Yes,"(78.55, 88.6]","(43.2, 50.4]",No,Credit card (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,d35523b0-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(48.4, 58.45]","(21.6, 28.8]",Yes,Mailed check,One year,Yes,Yes,Female,No,Yes,No,Yes,No,c81bc2d8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,No,Yes,Yes,d501afc6-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,No,No,No internet service,c4c420d0-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(57.6, 64.8]",Yes,Mailed check,One year,Yes,Yes,Female,No,Yes,Yes,No,No,c7b7364c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,No,Female,Yes,Yes,No,Yes,Yes,cfa611ac-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(14.4, 21.6]",No,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,c8b41df8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,No,Yes,No internet service,c63882da-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(57.6, 64.8]",No,Bank transfer (automatic),One year,No,Yes,Male,No,Yes,Yes,Yes,Yes,d6dcee00-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,c4dca51a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(28.3, 38.35]","(-0.073, 7.2]",Yes,Mailed check,Month-to-month,Yes,No,Male,No,No,No phone service,Yes,No,d0e5677a-82c9-11ec-acdd-acde48001122,1
