Partner,Dependents,gender,OnlineSecurity,monthly_charges_bins,OnlineBackup,MultipleLines,PhoneService,PaymentMethod,InternetService,tenure_bins,StreamingMovies,TechSupport,StreamingTV,Contract,DeviceProtection,PaperlessBilling,SeniorCitizen,customerID,Churn
No,Yes,Male,Yes,"(28.3, 38.35]",Yes,No phone service,No,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,One year,No,Yes,No,7794-WUNVU,1
Yes,No,Female,Yes,"(108.7, 118.75]",No,Yes,Yes,Mailed check,Fiber optic,"(36.0, 43.2]",Yes,Yes,Yes,One year,Yes,Yes,Yes,0390-QVCUN,1
No,No,Male,No,"(78.55, 88.6]",Yes,No,Yes,Mailed check,Fiber optic,"(21.6, 28.8]",No,No internet service,Yes,Two year,No,Yes,No,0748-IBSPW,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Electronic check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3794-FZFQU,0
Yes,Yes,Male,Yes,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(14.4, 21.6]",No,No,No,One year,No,Yes,No,7662-YLSNW,0
No,No,Male,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(28.8, 36.0]",No,No,No,One year,Yes,No,No,9158-UMQMV,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,5692-PXIPS,0
Yes,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,No,One year,No,No,Yes,4798-NCHHL,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",No,No,Yes,One year,Yes,Yes,No,6285-IBXVL,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Electronic check,No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3939-NHRQZ,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",No,No phone service,No,Mailed check,DSL,"(28.8, 36.0]",Yes,Yes,Yes,One year,Yes,No,No,4023-TLFKL,0
Yes,No,Female,Yes,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",Yes,No,Yes,One year,No,Yes,No,8151-QTJOE,0
No,No,Female,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,Month-to-month,No,Yes,Yes,9915-RPSUX,1
Yes,Yes,Male,No,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,Yes,Yes,One year,Yes,No,No,0377-MBRGU,0
No,No,Male,Yes,"(58.45, 68.5]",Yes,No,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",No,Yes,No,One year,No,Yes,No,0032-PZVND,0
No,No,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,No,Yes,No,4050-EOYLE,1
Yes,Yes,Male,Yes,"(48.4, 58.45]",Yes,No,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",No,No internet service,No,One year,No,Yes,No,3177-SSUOP,0
No,Yes,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",Yes,Yes,No,Month-to-month,No,Yes,No,6637-UYDER,1
Yes,No,Female,Yes,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(36.0, 43.2]",Yes,No internet service,Yes,One year,Yes,Yes,Yes,8924-OGUKQ,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5128-KBUIM,0
No,Yes,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,No,Yes,One year,Yes,Yes,No,4432-RJOJE,0
No,No,Female,Yes,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",No,No,No,One year,No,No,Yes,8919-BMIEV,1
Yes,No,Male,No internet service,"(68.5, 78.55]",Yes,Yes,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",Yes,No,No,Two year,Yes,Yes,No,4224-MWDWE,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,Yes,One year,No,No,No,0172-DKUQZ,0
Yes,Yes,Female,Yes,"(28.3, 38.35]",No,No phone service,No,Credit card (automatic),DSL,"(7.2, 14.4]",No,Yes,No,One year,No,No,No,0751-WSKYJ,0
Yes,Yes,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,Two year,Yes,No,No,5812-MAESL,0
Yes,No,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,No,One year,Yes,Yes,Yes,9966-UOXNU,0
Yes,Yes,Female,No,"(38.35, 48.4]",No,No phone service,No,Electronic check,DSL,"(14.4, 21.6]",No,No,Yes,Month-to-month,Yes,Yes,No,4634-TRORB,1
Yes,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,Yes,5218-ALPQD,0
No,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,Yes,Yes,No,1458-TAFJT,1
Yes,Yes,Female,No,"(48.4, 58.45]",Yes,No,Yes,Electronic check,DSL,"(28.8, 36.0]",No,Yes,No,Month-to-month,No,No,No,0549-ZKXBL,0
No,No,Female,No,"(28.3, 38.35]",Yes,No phone service,No,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,4291-VOWCK,0
No,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Mailed check,DSL,"(50.4, 57.6]",No,Yes,Yes,Month-to-month,No,Yes,No,0635-NUUAE,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,4063-KUSVH,0
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Electronic check,No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,Yes,6799-SFFNW,0
Yes,Yes,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,7763-XVERZ,0
No,No,Female,No,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(21.6, 28.8]",No,No,Yes,One year,Yes,No,No,7054-KMGBF,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,6447-SHTGM,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,0130-BWOLC,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,1413-JIMUD,1
Yes,Yes,Male,No,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(7.2, 14.4]",No,No,Yes,Two year,No,Yes,No,3404-EAZZY,0
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,6813-WAKFC,0
Yes,No,Female,Yes,"(58.45, 68.5]",No,Yes,Yes,Bank transfer (automatic),DSL,"(43.2, 50.4]",No,Yes,No,One year,No,Yes,No,5805-GYQKT,0
No,No,Male,No internet service,"(68.5, 78.55]",No,Yes,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",No,No,No,Month-to-month,No,Yes,Yes,0355-YRVSB,0
No,Yes,Male,No internet service,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,Yes,No,Month-to-month,No,Yes,No,4552-FAZXK,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,9494-SHLUQ,1
Yes,No,Female,No,"(48.4, 58.45]",Yes,No,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",No,Yes,No,One year,No,Yes,No,3005-FNDOV,0
Yes,Yes,Female,Yes,"(48.4, 58.45]",Yes,No phone service,No,Electronic check,DSL,"(57.6, 64.8]",Yes,No,No,One year,Yes,No,No,7289-SECOJ,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,7941-BJBMR,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",No,No,Yes,Electronic check,DSL,"(64.8, 72.0]",No,No,Yes,Two year,No,Yes,No,5462-IQGJM,0
Yes,Yes,Female,Yes,"(98.65, 108.7]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,One year,Yes,No,No,3720-DDBXG,0
No,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",No,Yes,Yes,Month-to-month,Yes,No,No,9965-CBQGN,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,0039-HWMMO,0
No,No,Male,No,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,No,No,3096-HCUGE,0
No,Yes,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",No,Yes,No,Month-to-month,No,Yes,No,0046-WSYGQ,0
No,No,Male,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,8535-AOVSP,1
No,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Month-to-month,No,Yes,No,2390-OTKIB,1
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,One year,No internet service,No,No,5069-LXDOX,0
No,No,Male,No,"(48.4, 58.45]",No,No phone service,No,Credit card (automatic),DSL,"(50.4, 57.6]",Yes,Yes,Yes,One year,Yes,No,No,5684-JOVYE,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,8599-PTOKV,0
Yes,Yes,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Mailed check,Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,Two year,No,Yes,No,1107-BWNUL,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,7957-QOFIQ,0
Yes,Yes,Female,No internet service,"(98.65, 108.7]",No,No,Yes,Credit card (automatic),Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,Month-to-month,Yes,Yes,No,5449-MUCRK,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3769-SIHMK,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,1865-WOZXM,0
No,Yes,Male,No,"(68.5, 78.55]",Yes,Yes,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",Yes,Yes,No,Two year,Yes,Yes,No,2548-QLCGM,0
Yes,Yes,Male,No internet service,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,Yes,Yes,One year,Yes,Yes,No,8636-DMTYP,0
Yes,Yes,Female,Yes,"(78.55, 88.6]",No,No,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",No,No,Yes,One year,Yes,Yes,Yes,2827-JBWKP,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,9645-ZZLFT,0
Yes,Yes,Male,No internet service,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,No internet service,Yes,One year,Yes,Yes,No,3249-EQLUL,0
No,Yes,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Mailed check,DSL,"(50.4, 57.6]",Yes,Yes,Yes,Two year,No,Yes,No,8658-RWJPD,0
No,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Mailed check,Fiber optic,"(64.8, 72.0]",Yes,No,Yes,Two year,Yes,Yes,No,4302-ZHUXU,0
Yes,Yes,Male,No,"(58.45, 68.5]",No,Yes,Yes,Bank transfer (automatic),DSL,"(7.2, 14.4]",No,No,Yes,Two year,Yes,Yes,No,1802-XHVHP,0
Yes,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,No,Yes,One year,Yes,Yes,No,4795-UNAWA,0
Yes,Yes,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,5190-UNKON,0
No,No,Female,Yes,"(88.6, 98.65]",No,No,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,2629-NVISN,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,3643-TJGIG,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,7191-SVXZW,0
No,Yes,Male,No,"(48.4, 58.45]",No,No,Yes,Electronic check,DSL,"(-0.073, 7.2]",No,No,No,One year,Yes,No,Yes,8035-COSDZ,1
No,No,Male,No internet service,"(78.55, 88.6]",Yes,Yes,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",No,No internet service,No,Month-to-month,No,Yes,No,0057-JDJJC,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",No,No phone service,No,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,Yes,No,3123-WEAKD,0
No,No,Female,Yes,"(78.55, 88.6]",Yes,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,No,No,Two year,No,No,Yes,0181-PRMXU,0
No,Yes,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Mailed check,Fiber optic,"(28.8, 36.0]",No,Yes,No,Month-to-month,Yes,Yes,No,1100-PRKTF,0
No,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,2566-NAZEJ,0
No,No,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(57.6, 64.8]",No,No,No,Month-to-month,No,No,No,5744-ERKEP,1
Yes,No,Male,No,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,No internet service,No,Month-to-month,Yes,Yes,No,1311-TICST,0
Yes,Yes,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,Yes,No,Month-to-month,No,Yes,No,4329-JOOKO,1
Yes,Yes,Male,Yes,"(98.65, 108.7]",No,No,Yes,Mailed check,Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,No,Yes,No,4466-CCNFZ,0
No,No,Male,Yes,"(58.45, 68.5]",No,No,Yes,Credit card (automatic),DSL,"(43.2, 50.4]",No,Yes,Yes,One year,No,No,No,6175-CSNNN,0
Yes,Yes,Male,No,"(48.4, 58.45]",Yes,No,Yes,Mailed check,DSL,"(7.2, 14.4]",No,Yes,No,Month-to-month,No,No,No,0547-UVFYY,0
Yes,Yes,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Electronic check,DSL,"(50.4, 57.6]",Yes,Yes,Yes,Two year,Yes,Yes,No,5471-UZBTH,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,1504-ACWYJ,0
Yes,No,Female,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,5119-ANUZJ,1
No,No,Female,Yes,"(108.7, 118.75]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,One year,Yes,Yes,No,5314-KTSTU,0
Yes,No,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",No,No,No,One year,Yes,Yes,Yes,9983-UIUVO,0
Yes,No,Male,Yes,"(78.55, 88.6]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",Yes,Yes,No,Month-to-month,No,Yes,No,0639-EVWLF,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,0886-DZVQY,0
Yes,Yes,Female,Yes,"(38.35, 48.4]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(21.6, 28.8]",No,Yes,No,Two year,Yes,Yes,No,9784-WSUKG,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",Yes,No phone service,No,Credit card (automatic),DSL,"(21.6, 28.8]",Yes,No internet service,Yes,Month-to-month,Yes,Yes,No,7922-DKVAH,1
Yes,Yes,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",No,No,Yes,Two year,Yes,No,No,5999-KIVCE,0
No,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",Yes,No,Yes,Month-to-month,No,No,No,9931-XSMMN,0
No,Yes,Male,No,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",No,No internet service,Yes,Month-to-month,No,Yes,No,9464-WQKYC,0
Yes,No,Female,Yes,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Month-to-month,Yes,Yes,No,0631-IJOOI,1
No,No,Female,No,"(78.55, 88.6]",No,No,Yes,Mailed check,Fiber optic,"(36.0, 43.2]",No,No,Yes,One year,No,No,Yes,0450-VMVMG,0
Yes,Yes,Male,Yes,"(38.35, 48.4]",Yes,No phone service,No,Mailed check,DSL,"(50.4, 57.6]",No,No internet service,No,Two year,Yes,No,No,7074-JCEXI,0
Yes,Yes,Male,No,"(78.55, 88.6]",Yes,Yes,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",No,No,No,Month-to-month,Yes,Yes,Yes,8724-QDMPH,1
No,No,Female,No,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(-0.073, 7.2]",No,No,No,Two year,No,Yes,No,6315-ELZJM,1
Yes,Yes,Male,No,"(48.4, 58.45]",No,Yes,Yes,Mailed check,DSL,"(21.6, 28.8]",No,Yes,No,One year,No,Yes,No,8342-JFEGP,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,6485-NHIRO,0
No,No,Female,Yes,"(38.35, 48.4]",No,No phone service,No,Mailed check,DSL,"(-0.073, 7.2]",Yes,Yes,No,Month-to-month,Yes,No,No,0326-LWVBM,0
Yes,Yes,Male,No,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",Yes,Yes,Yes,Month-to-month,Yes,No,No,9018-SUUPY,1
No,No,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",Yes,No,Yes,One year,Yes,Yes,No,4288-NPEGI,0
Yes,Yes,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Electronic check,DSL,"(64.8, 72.0]",No,Yes,Yes,Two year,Yes,No,No,0817-ZHGII,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,1509-FHZGE,0
No,No,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No,Yes,Month-to-month,No,Yes,Yes,7586-INRFM,0
Yes,Yes,Male,No,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Two year,No,Yes,No,1120-LIMBY,1
No,No,Female,No,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,Yes,Yes,Yes,4699-KIEMX,0
No,No,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,One year,Yes,No,No,3249-LRAJR,0
No,No,Male,No,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",No,Yes,No,Month-to-month,No,Yes,No,5708-AENDU,0
No,Yes,Male,No,"(98.65, 108.7]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,Yes,Yes,Two year,Yes,No,No,3973-MVTNF,0
No,No,Female,No,"(88.6, 98.65]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Two year,No,Yes,Yes,7252-XYLOJ,1
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,2067-DKLGR,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,4710-QGEBV,1
No,No,Male,No,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,No,Month-to-month,Yes,Yes,No,8818-QYHCX,0
No,Yes,Male,No internet service,"(78.55, 88.6]",No,No,Yes,Mailed check,Fiber optic,"(36.0, 43.2]",No,No internet service,Yes,Month-to-month,No,Yes,No,3573-CNLKP,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,5338-OJYQZ,0
Yes,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,1546-XHGXE,1
Yes,No,Female,Yes,"(78.55, 88.6]",No,No,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",Yes,Yes,Yes,Two year,Yes,No,No,9070-UVZKV,0
Yes,Yes,Female,No internet service,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(14.4, 21.6]",No,No,Yes,One year,No,No,No,6984-APQFW,0
Yes,Yes,Male,No internet service,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,Yes,No,Month-to-month,No,Yes,No,1546-PIXRV,0
Yes,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,4966-UCNLE,0
No,No,Male,No,"(68.5, 78.55]",Yes,Yes,Yes,Electronic check,DSL,"(14.4, 21.6]",No,Yes,Yes,One year,No,Yes,No,9003-CQBFJ,0
Yes,Yes,Male,No,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",No,No internet service,No,Month-to-month,No,No,No,9182-ZGKAW,0
No,Yes,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No,Yes,One year,Yes,Yes,Yes,1562-OKKWQ,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,Yes,No,One year,No,No,No,3348-RVMKG,0
Yes,No,Male,No internet service,"(78.55, 88.6]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,No,One year,No,No,Yes,0356-YTSNK,1
Yes,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,6483-ILVPK,0
