Contract,OnlineBackup,PhoneService,OnlineSecurity,InternetService,StreamingMovies,PaymentMethod,TechSupport,Dependents,PaperlessBilling,MultipleLines,gender,DeviceProtection,SeniorCitizen,StreamingTV,tenure_bins,monthly_charges_bins,Partner,customerID,Churn
Month-to-month,No,Yes,No,DSL,Yes,Electronic check,Yes,No,No,No,Male,No,No,Yes,"(-0.073, 7.2]","(68.5, 78.55]",No,2677-KSDBL,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,9263-MUYGM,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Female,No,No,No,"(-0.073, 7.2]","(88.6, 98.65]",Yes,5948-RBOHY,1
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,6093-PIDPV,0
Two year,Yes,Yes,No,Fiber optic,No,Credit card (automatic),Yes,No,No,Yes,Female,Yes,No,No,"(64.8, 72.0]","(88.6, 98.65]",Yes,1275-LLPML,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,6146-ZPIBO,0
Two year,Yes,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,No,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,5663-SXDQL,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,Yes,Yes,"(14.4, 21.6]","(78.55, 88.6]",No,0439-ESILP,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(21.6, 28.8]","(78.55, 88.6]",No,6693-UNJCJ,1
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,Yes,Male,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,2852-FAEIV,0
Month-to-month,No,No,No,DSL,No,Electronic check,No,No,Yes,No phone service,Female,No,Yes,Yes,"(-0.073, 7.2]","(28.3, 38.35]",No,6222-TMVAN,1
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,No,Yes,Male,No,No,Yes,"(50.4, 57.6]","(78.55, 88.6]",No,8639-VYCWA,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,4785-ICKOM,0
One year,No,No,No,DSL,No,Credit card (automatic),Yes,No,No,No phone service,Male,Yes,No,No,"(43.2, 50.4]","(28.3, 38.35]",No,6864-LAXLI,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,2099-THSZJ,0
Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,Yes,Yes,"(36.0, 43.2]","(108.7, 118.75]",No,5061-KREDX,1
Month-to-month,Yes,No,No,DSL,Yes,Bank transfer (automatic),No,No,Yes,No phone service,Male,Yes,Yes,Yes,"(64.8, 72.0]","(48.4, 58.45]",Yes,7542-FOYRI,0
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Male,No internet service,Yes,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,7236-EWDNO,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,No,Yes,Yes,"(7.2, 14.4]","(98.65, 108.7]",No,5309-YWSCG,0
Month-to-month,No,Yes,No,DSL,No,Credit card (automatic),No,No,Yes,No,Male,No,No,No,"(43.2, 50.4]","(38.35, 48.4]",No,7772-ZXKBO,0
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,No,No,Yes,Female,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,5484-XAGAB,1
Month-to-month,No,Yes,Yes,Fiber optic,Yes,Mailed check,No,No,No,Yes,Male,No,No,No,"(-0.073, 7.2]","(88.6, 98.65]",No,0476-IADGT,0
Month-to-month,Yes,No,No,DSL,No,Electronic check,Yes,No,Yes,No phone service,Female,Yes,Yes,Yes,"(50.4, 57.6]","(48.4, 58.45]",No,1879-PATCF,0
One year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,Yes,No,Yes,Male,Yes,No,No,"(57.6, 64.8]","(88.6, 98.65]",Yes,9987-SKLTI,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,2049-CTXDH,0
One year,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,Yes,Male,No,No,Yes,"(36.0, 43.2]","(98.65, 108.7]",No,8984-XFYDX,1
Month-to-month,Yes,Yes,No,DSL,No,Mailed check,No,No,No,Yes,Female,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,4824-GOIVH,0
Two year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,Yes,No,Yes,Female,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",Yes,1108-KITIZ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,No,Yes,Male,No,No,Yes,"(43.2, 50.4]","(78.55, 88.6]",Yes,2840-CJXRO,1
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,3537-KYULJ,0
Two year,No,Yes,Yes,DSL,Yes,Mailed check,Yes,No,No,Yes,Female,No,No,No,"(43.2, 50.4]","(68.5, 78.55]",No,1656-QGXCG,0
One year,Yes,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,Yes,Male,No,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,0118-WCUSU,0
Month-to-month,Yes,No,No,DSL,Yes,Mailed check,No,Yes,No,No phone service,Female,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",Yes,7304-CVHUL,0
Month-to-month,No,Yes,No,DSL,No,Bank transfer (automatic),No,No,Yes,Yes,Male,Yes,No,No,"(36.0, 43.2]","(48.4, 58.45]",No,3888-NWCAK,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,Yes,No,"(7.2, 14.4]","(78.55, 88.6]",No,9575-UEGNU,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Mailed check,Yes,No,Yes,No,Female,No,No,No,"(21.6, 28.8]","(78.55, 88.6]",No,4750-PMKUR,0
One year,Yes,Yes,No,DSL,No,Credit card (automatic),Yes,No,Yes,No,Male,No,No,No,"(21.6, 28.8]","(48.4, 58.45]",No,6463-XZGCB,1
One year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,Yes,No,Male,No,No,No,"(64.8, 72.0]","(88.6, 98.65]",Yes,9979-DOPQC,1
Month-to-month,No,Yes,No,DSL,No,Credit card (automatic),No,No,No,No,Female,No,No,Yes,"(-0.073, 7.2]","(48.4, 58.45]",No,3003-OOYUA,0
Two year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,Yes,Male,Yes,No,Yes,"(43.2, 50.4]","(98.65, 108.7]",No,0158-PMUGP,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,2085-EQQBI,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Female,Yes,No,Yes,"(50.4, 57.6]","(98.65, 108.7]",Yes,1995-CAOKH,0
Two year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,No,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,5619-EVCEY,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Female,Yes,No,Yes,"(28.8, 36.0]","(98.65, 108.7]",No,2481-OBRBM,0
One year,No,Yes,Yes,DSL,Yes,Mailed check,Yes,No,No,No,Male,Yes,No,Yes,"(57.6, 64.8]","(78.55, 88.6]",No,6633-WNGCM,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,Yes,Male,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,9477-MDQGW,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,Yes,No,No,"(7.2, 14.4]","(78.55, 88.6]",No,0577-RQRBO,1
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,Yes,No,Male,No,Yes,No,"(14.4, 21.6]","(38.35, 48.4]",No,5895-YONCB,1
Two year,Yes,Yes,No,DSL,Yes,Credit card (automatic),Yes,Yes,No,Yes,Male,No,No,No,"(64.8, 72.0]","(68.5, 78.55]",Yes,6932-YPKEF,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,Yes,No,Yes,Yes,Male,No,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",No,8597-JLDZZ,1
Two year,Yes,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,Yes,Male,No,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,9319-ZINNA,0
One year,Yes,Yes,No,Fiber optic,No,Electronic check,Yes,No,Yes,No,Female,Yes,Yes,Yes,"(50.4, 57.6]","(88.6, 98.65]",Yes,2560-DBHHR,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,No,Yes,Male,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,6960-JFIXH,1
Month-to-month,No,Yes,Yes,DSL,Yes,Electronic check,Yes,No,Yes,Yes,Female,No,Yes,No,"(43.2, 50.4]","(68.5, 78.55]",No,4055-GFZZT,0
Month-to-month,No,No,No,DSL,No,Mailed check,No,No,Yes,No phone service,Male,No,No,No,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,9789-HHFVH,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,5644-MMOJB,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,9673-JSTVV,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,2852-EHQTK,1
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,2480-SQTHE,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,3962-OKAKI,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,Yes,Female,No,No,Yes,"(7.2, 14.4]","(78.55, 88.6]",Yes,7988-MOTWF,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Female,No,Yes,No,"(14.4, 21.6]","(78.55, 88.6]",No,9176-XCVZH,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,1071-HENBM,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,0998-DPIGR,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",No,5998-BFPDK,0
Two year,Yes,No,Yes,DSL,No,Mailed check,Yes,Yes,No,No phone service,Female,No,No,No,"(43.2, 50.4]","(38.35, 48.4]",Yes,8542-NOMLY,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,6892-TQLSZ,0
Month-to-month,No,No,Yes,DSL,No,Mailed check,Yes,Yes,No,No phone service,Female,No,No,No,"(-0.073, 7.2]","(28.3, 38.35]",Yes,9545-BUORB,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,No,Yes,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,0229-MKAJY,0
Month-to-month,Yes,No,Yes,DSL,Yes,Bank transfer (automatic),No,No,Yes,No phone service,Male,No,No,No,"(50.4, 57.6]","(38.35, 48.4]",No,6605-GTXPV,0
Two year,Yes,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,4330-DCVWE,0
Month-to-month,Yes,No,No,DSL,Yes,Electronic check,No,No,Yes,No phone service,Female,Yes,Yes,Yes,"(50.4, 57.6]","(48.4, 58.45]",No,3458-KRBDB,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,Yes,Yes,No,No,Male,No,No,Yes,"(21.6, 28.8]","(78.55, 88.6]",Yes,4345-MIEAF,0
One year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",No,8051-BBTNB,0
Two year,Yes,Yes,Yes,DSL,Yes,Mailed check,Yes,Yes,Yes,Yes,Male,No,No,Yes,"(50.4, 57.6]","(78.55, 88.6]",No,1134-VSENV,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,Yes,Male,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,5180-EAHDJ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Female,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,3778-OHIPB,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",No,8283-QNZKS,0
One year,No,Yes,Yes,DSL,Yes,Credit card (automatic),No,Yes,Yes,No,Male,Yes,No,Yes,"(57.6, 64.8]","(68.5, 78.55]",Yes,4751-DRAKY,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,9860-KTGPY,0
One year,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,Yes,Yes,Yes,"(50.4, 57.6]","(88.6, 98.65]",Yes,0361-UIXUF,0
Two year,Yes,Yes,Yes,Fiber optic,No,Credit card (automatic),No,Yes,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,7890-CQPSJ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,Yes,No,"(28.8, 36.0]","(68.5, 78.55]",Yes,6814-GBQQO,1
Month-to-month,No,Yes,Yes,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Female,No,No,No,"(57.6, 64.8]","(78.55, 88.6]",No,9957-ZBNXU,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,Yes,Female,No,No,Yes,"(36.0, 43.2]","(88.6, 98.65]",Yes,2007-ZQGEV,0
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(14.4, 21.6]","(48.4, 58.45]",No,4385-LLNNC,0
One year,Yes,Yes,No,Fiber optic,No,Bank transfer (automatic),No,Yes,No,Yes,Female,Yes,No,No,"(21.6, 28.8]","(78.55, 88.6]",Yes,9402-CRKQE,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",Yes,9299-VGLIW,0
Month-to-month,Yes,Yes,Yes,DSL,No,Mailed check,No,Yes,No,No,Male,No,No,No,"(36.0, 43.2]","(48.4, 58.45]",Yes,9405-YPGDA,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,Yes,Yes,No,Yes,Male,No,No,Yes,"(21.6, 28.8]","(98.65, 108.7]",Yes,0828-XUSLR,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Male,No,No,No,"(7.2, 14.4]","(68.5, 78.55]",No,1104-MTFFG,0
One year,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,Yes,Yes,"(57.6, 64.8]","(98.65, 108.7]",No,7634-WEOJB,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Female,No,No,Yes,"(21.6, 28.8]","(98.65, 108.7]",No,2615-XLNQQ,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,3552-ZLIBG,0
Two year,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,1099-WTPEX,0
One year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,9266-FWGUB,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(28.8, 36.0]","(98.65, 108.7]",No,1996-SMFFQ,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,Yes,Yes,"(-0.073, 7.2]","(78.55, 88.6]",No,2871-VVVPB,1
Month-to-month,Yes,Yes,Yes,DSL,No,Credit card (automatic),Yes,No,Yes,Yes,Female,No,No,No,"(36.0, 43.2]","(58.45, 68.5]",Yes,6875-GXHVE,0
Two year,Yes,Yes,Yes,DSL,Yes,Mailed check,Yes,No,No,Yes,Female,No,No,No,"(43.2, 50.4]","(68.5, 78.55]",No,3579-OKPBR,0
One year,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,Yes,Male,No,No,Yes,"(43.2, 50.4]","(88.6, 98.65]",Yes,6473-CYQHS,0
Two year,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,Yes,Female,No,Yes,No,"(64.8, 72.0]","(68.5, 78.55]",Yes,7548-BUEIP,0
Month-to-month,No,No,No,DSL,No,Electronic check,No,No,Yes,No phone service,Female,No,No,No,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,1283-OIBZP,1
One year,No,No,No,DSL,No,Electronic check,No,No,Yes,No phone service,Male,Yes,No,Yes,"(7.2, 14.4]","(38.35, 48.4]",No,4650-VQDDP,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",Yes,2163-SVUQC,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,No,Yes,"(28.8, 36.0]","(88.6, 98.65]",Yes,3294-CEIUX,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,Yes,Male,No internet service,No,No internet service,"(57.6, 64.8]","(18.148999999999997, 28.3]",Yes,1570-DEKQU,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",No,8317-IGNNR,0
Month-to-month,Yes,No,No,DSL,No,Electronic check,No,No,Yes,No phone service,Female,No,No,No,"(7.2, 14.4]","(28.3, 38.35]",No,4142-PFSDW,0
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,Yes,Yes,Male,No,No,Yes,"(7.2, 14.4]","(58.45, 68.5]",No,1674-HKYFB,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,5114-NCZUP,0
Two year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,7428-DAGYX,0
Two year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,4262-NVLIU,0
Month-to-month,No,No,No,DSL,No,Mailed check,No,Yes,Yes,No phone service,Female,Yes,No,No,"(21.6, 28.8]","(28.3, 38.35]",No,7295-UHJTZ,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,No,Yes,Male,No,No,Yes,"(7.2, 14.4]","(98.65, 108.7]",No,6210-DWSQQ,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Female,No,No,Yes,"(-0.073, 7.2]","(78.55, 88.6]",No,8696-PEAYO,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,No,Yes,"(36.0, 43.2]","(98.65, 108.7]",No,4006-UILSS,1
Two year,Yes,Yes,No,DSL,No,Credit card (automatic),Yes,No,Yes,No,Male,Yes,No,No,"(57.6, 64.8]","(58.45, 68.5]",Yes,7509-OHOHF,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",Yes,8678-WJZQF,0
Month-to-month,Yes,Yes,No,DSL,Yes,Credit card (automatic),No,No,Yes,No,Female,No,No,Yes,"(43.2, 50.4]","(68.5, 78.55]",Yes,2565-NESVF,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,No,No,Female,No,No,No,"(7.2, 14.4]","(68.5, 78.55]",No,9430-LVPTD,1
One year,No,Yes,No,DSL,Yes,Electronic check,Yes,Yes,No,No,Male,Yes,No,Yes,"(36.0, 43.2]","(68.5, 78.55]",Yes,9768-UQJHD,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,Yes,Female,Yes,No,Yes,"(36.0, 43.2]","(98.65, 108.7]",Yes,6177-TTCPP,1
One year,No,Yes,Yes,DSL,No,Mailed check,No,No,No,No,Male,Yes,No,No,"(28.8, 36.0]","(48.4, 58.45]",No,3831-ADBFU,0
Two year,No,Yes,No,DSL,No,Credit card (automatic),Yes,No,Yes,Yes,Male,No,No,No,"(36.0, 43.2]","(48.4, 58.45]",No,8815-ETTKI,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Female,No,No,Yes,"(57.6, 64.8]","(88.6, 98.65]",No,2163-BORTJ,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Female,Yes,Yes,Yes,"(43.2, 50.4]","(108.7, 118.75]",No,4812-LVTXY,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,8988-OEUVC,1
Two year,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,3142-CDFCC,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Female,Yes,Yes,Yes,"(7.2, 14.4]","(88.6, 98.65]",No,0383-NLXAH,1
Two year,Yes,No,No,DSL,No,Mailed check,Yes,Yes,No,No phone service,Female,No,No,Yes,"(64.8, 72.0]","(38.35, 48.4]",No,7173-PGTAP,0
Two year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Male,Yes,No,No,"(64.8, 72.0]","(78.55, 88.6]",Yes,4439-RZDOR,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,Yes,No,Yes,Male,Yes,No,No,"(28.8, 36.0]","(98.65, 108.7]",No,2056-QQVYJ,0
Two year,No,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,No,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",No,4721-BEYXG,0
One year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Female,No,Yes,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,3931-EMXZM,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),Yes,No,Yes,Yes,Female,No,No,No,"(28.8, 36.0]","(78.55, 88.6]",No,6591-QCKLC,1
Month-to-month,No,Yes,Yes,DSL,No,Mailed check,No,Yes,No,No,Male,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,8345-PIJUX,1
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,3139-PQZPA,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(7.2, 14.4]","(68.5, 78.55]",No,5935-LGZOC,1
Two year,No,Yes,No,DSL,Yes,Credit card (automatic),No,Yes,No,Yes,Male,Yes,No,No,"(50.4, 57.6]","(58.45, 68.5]",Yes,7792-GXGEE,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(7.2, 14.4]","(78.55, 88.6]",Yes,3660-UARYN,1
One year,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,1769-NLMPS,1
One year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Female,Yes,Yes,Yes,"(28.8, 36.0]","(108.7, 118.75]",No,4064-BDLFI,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",No,0153-GKLAV,0
