,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
5367,9227-YBAXE,Female,No,Yes,Yes,77,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,6020.372687181587,0,M12
5384,3137-LUPIX,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,1058.2726871815867,1,M12
5396,5627-TVBPP,Female,No,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.69375109831881,1449.772687181587,0,M12
5424,6435-VWCCY,Male,Yes,Yes,No,77,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),39.69375109831881,6773.672687181586,0,M12
5426,8630-QSGXK,Male,No,Yes,No,63,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,4706.522687181588,0,M12
5453,4012-YCFAI,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,39.69375109831881,4571.472687181587,0,M12
5457,9496-IVVRP,Female,No,Yes,Yes,23,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,1386.9726871815867,0,M12
5529,5919-VCZYM,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.69375109831881,847.9726871815865,0,M12
5571,9107-UKCKY,Male,No,Yes,No,73,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,39.69375109831881,5720.072687181587,1,M12
5760,4583-PARNH,Male,Yes,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,2345.3226871815864,0,M12
5893,3549-ZTMNH,Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.69375109831881,1074.9226871815868,0,M12
5962,3842-QTGDL,Male,No,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,2126.5726871815864,0,M12
6053,0057-QBUQH,Female,No,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.69375109831881,1875.422687181587,0,M12
6110,5438-QMDDL,Female,No,Yes,No,31,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,1936.1226871815868,0,M12
6134,3258-SANFR,Male,Yes,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),39.69375109831881,1081.7726871815867,1,M12
6188,7542-CYDDM,Male,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.69375109831881,1163.7726871815867,0,M12
6192,0439-IFYUN,Female,Yes,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.69375109831881,2099.8726871815866,0,M12
6206,2279-AXJJK,Male,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,5893.672687181586,0,M12
6229,6631-HMANX,Male,No,Yes,No,84,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),39.69375109831881,7032.772687181587,0,M12
6303,6308-CQRBU,Female,No,Yes,No,83,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,39.69375109831881,8512.972687181586,0,M12
6314,8873-GLDMH,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.69375109831881,1206.5726871815868,1,M12
6345,6048-QBXKL,Female,Yes,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,923.5226871815865,0,M12
6366,2845-KDHVX,Female,No,Yes,No,76,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,39.69375109831881,5184.072687181587,0,M12
6405,5298-GSTLM,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,6981.872687181587,0,M12
6431,3266-FTKHB,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.69375109831881,1148.7226871815867,0,M12
6432,8221-EQDGL,Male,No,Yes,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,39.69375109831881,2935.7226871815865,0,M12
6445,5339-PXDVH,Male,No,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,39.69375109831881,1173.2226871815867,1,M12
6483,3644-QXEHN,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,39.69375109831881,2139.7226871815865,0,M12
6484,2911-IJORQ,Male,No,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,4163.922687181586,0,M12
6493,6576-FBXOJ,Male,No,Yes,No,29,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,39.69375109831881,1740.0726871815866,0,M12
6548,5012-YSPJJ,Male,No,Yes,Yes,43,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,39.69375109831881,2452.2726871815867,0,M12
6648,2164-SOQXL,Female,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.69375109831881,1211.3226871815868,0,M12
6663,0674-EYYZV,Female,No,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.69375109831881,859.9226871815865,1,M12
6679,4940-KHCWD,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),39.69375109831881,3093.9726871815865,0,M12
6729,2256-YLYLP,Male,No,Yes,Yes,80,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,5758.522687181587,0,M12
6731,0164-XAIRP,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.69375109831881,1275.4726871815867,0,M12
6749,8469-SNFFH,Male,No,Yes,No,82,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),39.69375109831881,6334.172687181586,0,M12
6771,1488-SYSFC,Male,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,1507.3226871815866,0,M12
6793,1320-GVNHT,Male,No,Yes,Yes,84,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),39.69375109831881,8572.522687181585,0,M12
6794,1047-RNXZV,Male,No,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.69375109831881,1681.4226871815865,1,M12
6803,5681-LLOEI,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),39.69375109831881,4819.072687181587,0,M12
6804,8212-DJRCH,Male,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,1239.772687181587,0,M12
6805,4323-OHFOW,Female,Yes,Yes,No,82,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,8000.622687181587,0,M12
6925,6508-NJYRO,Male,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.69375109831881,1100.2226871815865,0,M12
17,9d4bb886-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
84,9d4fe5fa-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),39.69375109831881,880.3888125515429,0,M12
169,9d556516-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
182,9d563b58-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
199,9d575326-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
219,9d589c40-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,39.69375109831881,880.3888125515429,0,M12
275,9d5c3102-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
323,9d5f446e-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,39.69375109831881,880.3888125515429,0,M12
354,9d614df4-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
362,9d61d206-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
381,9d630de2-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
388,9d6382fe-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,39.69375109831881,880.3888125515429,0,M12
402,9d646444-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,39.69375109831881,880.3888125515429,1,M12
447,9d673cbe-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
467,9d6881e6-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,12,Yes,No,No,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,39.69375109831881,880.3888125515429,1,M12
489,9d69e40a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,880.3888125515429,1,M12
494,9d6a3356-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,880.3888125515429,0,M12
498,9d6a7550-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,39.69375109831881,880.3888125515429,0,M12
500,9d6a9580-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,12,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,39.69375109831881,880.3888125515429,1,M12
506,9d6af606-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,No,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,39.69375109831881,880.3888125515429,1,M12
546,9d6d7aac-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
574,9d6f2c62-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,1,M12
609,9d715d7a-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
611,9d717c1a-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,12,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
647,9d73c60a-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,880.3888125515429,1,M12
714,9d78010c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
723,9d7892e8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,39.69375109831881,880.3888125515429,0,M12
743,9d79cfdc-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,880.3888125515429,0,M12
816,9d7e64de-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,39.69375109831881,880.3888125515429,0,M12
830,9d7f4a7a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,880.3888125515429,0,M12
837,9d7feeda-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
849,9d80b28e-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,12,No,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
854,9d81040a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,1,M12
882,9d82d32a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
893,9d838996-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,39.69375109831881,880.3888125515429,0,M12
909,9d849354-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.69375109831881,880.3888125515429,0,M12
932,9d861030-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,39.69375109831881,880.3888125515429,0,M12
1050,9d8daee4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
1051,9d8dbf2e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,39.69375109831881,880.3888125515429,0,M12
1056,9d8e1104-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,12,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,1,M12
1091,9d904db6-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,12,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.69375109831881,880.3888125515429,0,M12
1140,9d935d76-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,Yes,No,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
1142,9d937c66-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,39.69375109831881,880.3888125515429,0,M12
1145,9d93aaa6-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,12,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
1155,9d94483a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,880.3888125515429,0,M12
1191,9d967db2-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
1220,9d984782-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
1272,9d9b7c9a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,12,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
1283,9d9c2a00-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,39.69375109831881,880.3888125515429,0,M12
1332,9d9f313c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.69375109831881,880.3888125515429,1,M12
1380,9da232b0-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,880.3888125515429,1,M12
1393,9da30064-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,12,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),39.69375109831881,880.3888125515429,1,M12
1481,9da873c8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,12,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.69375109831881,880.3888125515429,0,M12
1483,9da89330-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,12,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),39.69375109831881,880.3888125515429,1,M12
1522,9daafb7a-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),39.69375109831881,880.3888125515429,0,M12
1531,9dab8a22-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,12,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),39.69375109831881,880.3888125515429,0,M12
55,9dc68de0-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,11,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,760.9602036946317,1,M12
62,9dc6fdde-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,11,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,39.69375109831881,760.9602036946317,0,M12
