,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
1088,ea8d9080-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.94889793099223,541.8457674071492,6,M12
1644,e7b2d5b4-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,10,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.75881609872896,661.2235965690987,4,M12
2811,ec14831e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,5,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,34.998325200226624,246.3445437851933,5,M12
1874,f02b0efa-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,1,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,33.077123555176996,33.077123555176996,2,M12
5704,ea9cf548-6e47-11ec-ac64-acde48001122,Male,No,No,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,86.94612648402921,575.3810414431282,4,M12
1795,f02cc74a-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),83.08416549771187,83.08416549771187,4,M12
5842,ee095e60-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,94.71346935478056,300.63742049166933,3,M12
3404,ef5b2d7a-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.20823654170308,162.74319074299248,3,M12
3874,ef4b7d94-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.47114931508531,124.87199448105238,5,M12
2037,f01ccb88-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.73250858586675,78.73250858586675,4,M12
2850,efeb2d8a-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.9671410110191,87.9671410110191,7,M12
762,ee617244-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,98.4089830633449,287.9350524838267,5,M12
4007,ef53eb28-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.9679337864841,188.44248343179575,2,M12
327,ed2fe126-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.6099282675431,317.4739192652372,5,M12
4549,ea71f8e8-6e47-11ec-ac64-acde48001122,Male,No,No,No,7,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,60.065986378232324,453.5061486575546,1,M12
4605,ee59781e-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.50793927771045,171.6570001855589,4,M12
5728,ecf9deaa-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,4,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Electronic check,56.42465093883299,156.79521754762797,4,M12
508,e689ba54-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,12,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,109.15603696590135,847.4910843573981,5,M12
1578,ee56df0a-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.57917804929913,176.68143703330992,4,M12
6343,ef4aad38-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),28.851958339473658,74.76566265428922,6,M12
6552,ee38a580-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,3,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.43813056351487,199.6542116186595,4,M12
2167,f04048f6-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,80.5133258559506,80.5133258559506,3,M12
6273,eb5aa1a6-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.01007174790047,378.86087696367713,0,M12
291,e7191974-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,11,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.80928665052292,672.145522646731,5,M12
4149,ee526286-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,89.26266807380843,305.29497675404275,4,M12
6438,ee62bfa0-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),66.59251076158269,150.67192564394355,3,M12
2092,f041be84-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,61.15272406494142,61.15272406494142,4,M12
4972,ee6db2ca-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,117.86246495069065,295.4239630610796,6,M12
9,ee1d1d6a-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),29.841867686150966,191.65701333395305,3,M12
1175,ea572e82-6e47-11ec-ac64-acde48001122,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,36.54433210306846,404.0579911878678,5,M12
6212,ef032f12-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.33903746512668,164.50478921774496,3,M12
2556,efed2798-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,No,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2905026737652,55.2905026737652,3,M12
5529,ee3fde7c-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,30.416663244170003,74.45112689043427,5,M12
2073,f01dc48e-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),97.96209965705522,97.96209965705522,3,M12
973,ee5be914-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,96.90389500514588,298.83169317436074,3,M12
3087,f00f474c-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.68898198162475,74.68898198162475,4,M12
6245,ee317184-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,94.16870676161732,162.84627596639615,5,M12
1475,ee31512c-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,40.50787908483353,186.50646804560245,4,M12
19,ee36f258-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),47.237542059320106,199.08845432911545,2,M12
2943,f00cb202-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.39963347753891,43.39963347753891,7,M12
5706,e8c90680-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,9,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),65.14252917317219,735.6063396242822,5,M12
198,eb71f5ea-6e47-11ec-ac64-acde48001122,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.577294210651,389.1274260006336,3,M12
3350,ef2e9f26-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,69.82351422950867,162.21018523114978,6,M12
5553,ea979382-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,7,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),54.32851367940931,507.08887343789957,2,M12
4197,ed4c0860-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,114.17408596471576,273.54484373479505,4,M12
2208,f0479296-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,118.20479724039679,118.20479724039679,4,M12
3645,e7d83b9c-6e47-11ec-ac64-acde48001122,Male,No,No,No,10,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,78.13463430872613,913.8949092274102,3,M12
1170,ef1ec740-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),49.52512791813583,150.58203188760174,4,M12
3564,e93ca568-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),63.96680276634914,606.0974267823232,5,M12
1815,f02ed102-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),25.288463917861247,25.288463917861247,2,M12
6322,ef5dd480-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.27939501209674,171.48432983411345,5,M12
4525,ee26f998-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),22.974292052104317,155.7379912483208,5,M12
6058,e690de60-6e47-11ec-ac64-acde48001122,Male,No,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),30.248735719566966,773.8688855227452,3,M12
5271,eb45eb26-6e47-11ec-ac64-acde48001122,Male,No,No,No,6,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,37.48256388220969,384.68151485143665,2,M12
5323,ef2768e6-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,44.86708955645093,81.5007032126374,3,M12
3540,ee632c24-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,93.88569883327179,248.2562721743576,6,M12
5440,ec2d68f2-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),114.1241285324908,324.62303736020726,3,M12
4138,ed32d57a-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),105.37499550728558,270.2676011489935,3,M12
4607,ef1e00a8-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,98.66160314870062,129.0205255294504,4,M12
526,ee70f58e-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,42.57246411798856,219.28178498729125,6,M12
4328,ec3c3c56-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,5,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),109.8686509274638,409.60382818970356,3,M12
305,ee4d2672-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,64.99077031078735,199.233914780458,7,M12
815,eb302066-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,101.98886165522218,508.0763971737612,4,M12
5222,ee0b0d5a-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No phone service,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,80.63119304296205,265.9520780127806,4,M12
5588,ef2edee6-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106.9564175979606,130.22433057181115,2,M12
5224,ef5e7214-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,No,No,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,18.833972916544887,130.80505574285027,6,M12
980,e882d16a-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.55813726946543,646.0049144697416,2,M12
2326,f035f0f4-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,29.5560883369821,29.5560883369821,6,M12
48,ef2e6eb6-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.69583286307393,177.85195097119492,2,M12
1588,e7dfbcb4-6e47-11ec-ac64-acde48001122,Male,No,No,No,10,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,57.730581516665644,665.6057968657381,4,M12
2871,ef47594e-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),54.094547620176115,140.20564709845002,3,M12
2752,ee5c7a78-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.95621911405887,289.84076872915085,5,M12
1165,ee59aa78-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),29.477991355824543,157.6270531619732,4,M12
2843,efebc7cc-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,76.96735705563515,76.96735705563515,5,M12
6541,ee206790-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),102.82760392397203,223.50204689516772,4,M12
3752,ea4f0ed2-6e47-11ec-ac64-acde48001122,Female,No,No,No,7,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),114.39845750179445,500.51165699101966,4,M12
2777,ed249bb8-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Electronic check,92.72332761400848,299.86629583151273,3,M12
1299,e7d98394-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,10,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.38925512639898,647.8247621637024,3,M12
1574,ef57fe16-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),28.77516461905048,51.11207905131509,5,M12
5463,ef5ed524-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Credit card (automatic),41.785286397698016,133.85600469021716,3,M12
6156,ea3c8460-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,7,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,111.48176907032197,462.4381324039093,1,M12
424,ec50b0be-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,5,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.52368977958766,263.82942818026385,6,M12
298,ef547110-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,77.96313855589312,131.7062291550873,7,M12
622,ef31d59c-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),104.90270206804163,185.597260485699,4,M12
3389,ef567f00-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,2,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,37.875252954983054,148.77472326916953,6,M12
5738,ee3813cc-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,65.23374383608683,168.04267004192468,4,M12
1317,ef371282-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,77.74086288604057,158.67030102097868,4,M12
4779,ed36edfe-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,103.11787105365987,355.7448601305011,9,M12
793,2243-FNMMI,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,75.23281168653043,1203.9996756021699,6,M12
2047,f01c2ed0-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),92.03798873387512,92.03798873387512,4,M12
130,eb684bb2-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,6,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,115.42807472019794,398.294758601229,3,M12
2593,efef4686-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,99.53961379233391,99.53961379233391,5,M12
5430,eb451336-6e47-11ec-ac64-acde48001122,Female,No,No,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,19.921106690116005,534.6933601977457,3,M12
3719,eb233d74-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,6,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,85.53973536496888,461.5540453216025,7,M12
6478,ee5242a6-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),43.30513701712644,164.15499096725378,2,M12
6043,ef5aff62-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.09258563713608,177.1305496726323,6,M12
5061,ec113c2c-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,5,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.57576277446282,371.4110288961803,6,M12
3818,ee5202a0-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,3,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,66.85116568226479,171.94699712862274,5,M12
2462,f03722a8-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Mailed check,66.03821803648064,66.03821803648064,6,M12
165,ee6eb03a-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),53.23007082925458,126.74534228943682,1,M12
4360,eefe5654-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.20625276632619,96.67528205455152,5,M12
4260,ef12e254-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),62.29561384537331,171.12999105531333,2,M12
5833,ec2f780e-6e47-11ec-ac64-acde48001122,Male,No,No,No,5,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.02154432023054,370.4952669139117,4,M12
3012,f00a2d16-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,No,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),89.93463768504837,89.93463768504837,2,M12
